message_id	response_id	article_id	empathy	distress	empathy_bin	distress_bin	essay	emotion	gender	education	race	age	income	personality_conscientiousness	personality_openess	personality_extraversion	personality_agreeableness	personality_stability	iri_perspective_taking	iri_personal_distress	iri_fantasy	iri_empathatic_concern	conversation_id	speaker_id	speaker_number	split	essay_id
R_3rYPg4TSnhDVFJa_2	R_3rYPg4TSnhDVFJa	163	5.0	4.5	1.0	1.0	"These pellet guns almost seem like they were meant to maim individuals, under the guise of a less-lethal round. The fact that the ammunition seems to have been modified to cause more damage, more permanent damage, seems to back that up. It's a travesty that such violence is being committed, such life changing violence. These people are not dying, they're being irreparibly harmed, altered, changed for the rest of their lives. More people should be talking about the use of such ""non-lethal"" weapons. Can't the local force exercise some restraint, some humanity? It's confusing, because I can't think of any reason other than harm someone would introduce maiming pellets as such as the case here."	surprise	1	6	1	34	48000	6.5	5.5	1.5	6.5	5.0	4.428999999999999	3.429	3.857	4.857					
		89	1.3333333333333333	1.75			im so sick of seeing articles that are so negative. it's like every news article i see or story from the media is either native, bashing someone or someone being killed. why is it so hard to find positive information in news these days. i feel like i dont even want to look at the news anymore. its so depressing.	Anger/Sadness	1	6	1	34	68000	5.5	6.0	5.5	5.0	6.5	3.143	1.714	3.857	2.429	329.0	46.0	1.0	train	328.0
R_1rfDsNtkx9ueNuH_4	R_1rfDsNtkx9ueNuH	258	4.667	5.125	1.0	1.0	Hey bro you been hearing about that shooting in  Charlotte, N.C? Isn't that pretty messed up that all these police shootings and racial black lives matter approach to life and living day to day? I ready that 16 cops were injured due to a protest/standoff. I guess they say the cop shot the black man and he was even unarmed. Why so theey have to shot someone when they don't even have a chance to defend themselves. It is very sad world we all live in these days. No one can get along but shooting and fighting you best believe they can do all that.	sadness	2	2	1	39	74500	3.5	7.0	6.5	7.0	4.5	3.714	3.143	3.714	4.428999999999999					
R_1DYJigUvMXEDqIq_3	R_1DYJigUvMXEDqIq	179	5.5	2.125	1.0	0.0	Wow that dude has a lot of money! More power to him, that's awesome. That guy has worked hard his whole life and built an amazing career and he's unstoppable in the wrong. So yeah what do you guys think? Do you agree that he deserves what he's got? Do you think he really refused to pay for the necklace? or do you think it's just fake news someone made up?	joy	1	6	1	28	65000	6.0	6.5	4.0	6.0	6.0	3.143	3.0	3.429	4.2860000000000005					
R_Cf5Kubb0YUbNkwF_1	R_Cf5Kubb0YUbNkwF	43	5.667000000000001	1.875	1.0	0.0	This article was really inspiring. The woman in it goes through so much but she still tries to persevere. I think it is admirable to not give up in the face of such obstacles. But I imagine it was really difficult for her to do! Imagine being in pain like that... it's horrifying. What do you think of this article? Isn't it inspiring?	joy	2	4	1	25	30000	4.5	5.5	3.0	5.0	4.5	4.2860000000000005	3.429	4.2860000000000005	4.428999999999999					
R_9FCr4cL8VfeJV6N_5	R_9FCr4cL8VfeJV6N	413	4.5	3.375	1.0	0.0	I hate it when these terrorist attacks happen on innocent people who are just living their lives. I don't know how open societies can completely eliminate them? You can't put the terrorist stigma on everyone of a certain religion and you can't close off your society. There's always going to be religious zealots and crazy people who feel violence is the only way to get their ideas across, but we just have to keep fighting them and trying our best to prevent an attack when possible.	anger	2	5	3	44	38000	7.0	5.5	1.0	5.5	4.0	3.857	3.0	5.0	3.714					
		125	5.166666666666667	1.625			Fires always manage to touch my heart. I have personal experience with this and the fear is still with me to this day. A fire can ravage everything that you have any really leave a person traumatized. A lot of times a person or family will get woken up to loud alarms and smoke out of nowhere and have to pick their most important possessions to save. This is a scary situation!	Fear/Sadness	1	2	1	30	30000	6.0	6.5	4.0	4.0	5.5	4.0	1.571	4.0	3.857	153.0	2.0	1.0	train	152.0
		213	6.0	2.0			Jose Fernandez, a pitcher for the Miama Marlins baseball team, was killed in a tragic boating accident. He was only 24 years old when he and two others were found dead near the entrance of Miami Harbor. Coast Guard employees found his boat upside down and found the three victims lifeless nearby following this accident.	Neutral	2	6	1	33	110000	7.0	4.5	1.5	7.0	7.0	4.286	1.286	3.857	4.0	8.0	43.0	2.0	train	507.0
R_Adi1QVd9hfOBDNf_5	R_Adi1QVd9hfOBDNf	354	1.0	5.125	0.0	1.0	"I read an article about how a man killed himself after killing his wife. It sounded like the man really had some problems. I dont understand how you could kill someone that you say you love. The article said he ""hacked his wife to death"". That sure sounds rather violent. The woman was rushed to the hospital all bloody and the man was in a coma. The hospital confirmed that the woman had passed."	sadness	1	6	3	33	63000	7.0	7.0	4.5	5.5	7.0	4.714	1.0	1.286	3.857					
		80	6.0	1.375			This is a sad story about a predominantly Muslim community in Burma that is fighting with the government and military of the region. They are under constant fear of attack. There are roadblocks so they can't get food in or get out to get food. The prices of goods that are within the area have also risen drastically. I can't imagine having to live in this type of situation.	Sadness	2	6	1	47	110000	7.0	6.5	4.5	5.5	7.0	5.0	2.143	3.571	5.0	368.0	57.0	2.0	train	867.0
R_2eUtceWIPn47x8l_4	R_2eUtceWIPn47x8l	285	4.0	4.0	1.0	1.0	Corals around the world are dying and especially corals in the Great Barrier Reef. Factors that contributed are the increase of temperature due to Global warming and Humans destroying them.The articled stated that half of the Great Barrier Reef corals are now dead from 2016-2017. That's only a year. Imagine swimming with no corals, no corals means no fish ecosystem to look at.	sadness	1	5	1	22	60000	5.0	4.5	5.5	5.5	6.0	3.0	3.0	3.286	2.714					
R_1pERSTMtylH2tus_3	R_1pERSTMtylH2tus	183	4.167	4.125	1.0	1.0	I found a story about Kate Beckinsale and her husband, Len Wiseman, they have pulled the plug on their marriage ... TMZ has learned. Wiseman cited irreconcilable differences. His docs state both he and Kate have waived any right to spousal support, and that suggests there's a prenup. They were married in 2004 and have no kids together. TMZ broke the story ... the couple's marriage was on the rocks last November. Len was spotted out with model CJ Franco, and Kate we seen shortly after -- sans wedding ring -- on the red carpet.	neutral	2	5	3	25	20000	5.0	4.5	3.5	2.5	5.0	3.0	2.857	2.857	3.143					
R_3qDqiG7g35x0oqN_2	R_3qDqiG7g35x0oqN	92	4.667	5.0	1.0	1.0	What I learned about this situation was that sometimes life is not fair. Seeing this boy trapped in a place for 4 days is terrible. His poor body tried to survive and grab on for dear life but children are not exempt from this life. To think about that kid in that positiion makes me sad. His family is the one that suffers unfortunately.	sadness	2	6	1	28	56000	3.0	3.5	5.0	3.5	4.5	3.286	2.286	3.429	3.286					
		67	6.5	6.625			It makes me sad that people have to risk their life to get help. It makes me madder that those people are turned away for their search for a better life. It is human history for people to be able to move around and search for a better life. Now with boarders people are stuck in the place that they are born.  	Sadness	1	6	3	37	40000	7.0	5.5	1.0	6.5	6.0	4.857	2.0	3.429	5.0	103.0	30.0	1.0	train	102.0
R_0e3M54QcgpFMC3v_1	R_0e3M54QcgpFMC3v	41	3.667	1.0	0.0	0.0	"It really doesn't make since to me that someone would come to America and then carry out terrorist attacks. I would think they would stay in their own country if they hated this one so much. So I really wonder who the supposed terrorist are. The news media and government would have to do a better job explaining why the ""terrorist"" are carrying out these attacks because the reasons that they give doesn't make much sense to me. It just creates even more questions than answers."	surprise	2	2	3	39	29000	7.0	7.0	5.0	7.0	7.0	4.857	2.143	4.857	4.857					
R_25XQUsv31bkrqNw_4	R_25XQUsv31bkrqNw	276	6.0	2.5	1.0	0.0	It is very sad to know Robert died. He was a great actor. You never now when your time is going to come. I get very worried of my own health. There are so many sicknesses and diseases. I tried to get checked annually at the doctors. I hope they come out with a cure for these diseases and sicknesses. I feel like Robert did live kind of a long life. Robert has made good memories and I think that is very important when living . I want to make a lot of good memories now that I'm alive. Everyones life should have meaning just like Robert's.	sadness	2	2	2	23	12000	5.0	4.5	3.0	5.0	4.5	4.571000000000001	2.571	4.428999999999999	4.428999999999999					
R_WoFlOJ6EsGnQNW1_4	R_WoFlOJ6EsGnQNW1	298	4.5	1.0	1.0	0.0	I just read an article about 500 people being killed in an earthquake.  I feel so blessed that I live in a state where I don’t fear earthquakes, or severe tornado warnings, flash floods or major disasters. Of course Vermont has had our issues and weather events that caused damage, however we’re not in a region of the world where we fear for our lives at certain months of the year. I could not imagine being terrified for my children, property, and family like some of these families are. Living through an experience like that, must leave behind emotional scars while growing up.	fear	2	4	1	34	30000	7.0	6.5	6.5	7.0	7.0	4.857	1.143	3.857	4.571000000000001					
R_3NE6n7uqh1yxXaq_2	R_3NE6n7uqh1yxXaq	126	4.667	1.125	1.0	0.0	Well Toughie the Frog died. He was in a zoo. He was twelve years old at least. They say he was older since he was caught as an adult.  I wonder what gave him such a long life. They don't live long around here where I live. I cannot imagine a frog living that long. That's as long as a dog almost. I hope they earned a great deal from him.	surprise	2	4	2	34	25000	5.0	5.0	1.0	6.0	5.5	4.571000000000001	1.714	4.857	4.571000000000001					
R_3QK3DgRo0DfNS48_5	R_3QK3DgRo0DfNS48	400	5.332999999999999	3.25	1.0	0.0	It saddens me to think about a young rino passing away. I can not help but question the circumstances surrounding its death. My heart goes out to the person who worked hard to try to save its life and is grieving over the loss of that hard battle. As a wildlife rehabilitator I know the struggle all too well. I understand how it feels to forgo sleep and food because you are working to save an animal. It is painful. But if you can save even one, it will make it all worth it in the end.	sadness	2	6	1	26	47000	6.0	5.5	1.5	7.0	6.5	4.0	1.714	4.2860000000000005	5.0					
